image_path,question_type,question,answer
images/moskva.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Москва
images/moskva-for-rent.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Москва
images/russian-troops-in-chornobyl.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,Чорнобиль
images/borodianka-cat.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,Київська обл;Київ
images/cabinet-and-ceramic-rooster-from-borodianka.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київська обл;Київ;Бородянка
images/belgorod.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Білгород
images/antonivskiy-bridge.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/russian-propagandist.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Харків
images/kharkiv-counteroffensive-2.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Харків
images/kharkiv-counteroffensive.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Харків
images/shelling-of-kyiv.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/shahed.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Іран
images/zluzhnyi-with-watermelon.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/racoon.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/crawfish.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/watermelon-creation-of-adam.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/can-putin-outlast-a-watermelon.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Херсон
images/russian-tanks.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,росія
images/tanks.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Німеччина
images/biden-in-kyiv-4.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/biden-in-kyiv-2.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/putin-in-mariupol.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Маріуполь
images/orlando-bloom-vs-putin.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Маріуполь;Київ
images/orlando-bloom.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/putin-hague-2.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Гаага
images/putin-hague.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,Гаага
images/meteor-in-kyiv.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/explosion-in-sevastopol.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Севастополь
images/finland-nato.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Фінляндія
images/kyiv-is-angry.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/may-9-parade-in-moscow.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Москва
images/attacks-on-kyiv.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/kyiv-air-defense.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/useless.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,Каховка
images/kakhovka-hpp.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Каховка
images/proton.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Запоріжжя
images/znpp.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Запоріжжя
images/698.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Ізраїль
images/king-of-kyiv.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/found-the-moskva.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Москва
images/johnson.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,США
images/dam.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Орськ
images/macron-2.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Франція
images/kursk-3.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Курськ
images/kursk-2.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Курськ
images/kursk.webp,location_name,Про які країни чи міста йдеться в цьому мемі?,Курськ
images/weakness.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,росія
images/himars-training.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/waiting-for-himars.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/himars-infrastructure.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/antonivskiy-bridge.png,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/himars-oclock.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/just-do-it.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/javelin.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/smoking-kills.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,HIMARS
images/aircraft_ramstein.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,F-16
images/kinzhal.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,Кинджал
images/atacms.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,ATACMS
images/727.jpg,weapon_name,Про який вид зброї йдеться у цьому мемі?,Кинджал
images/f-16-3.webp,weapon_name,Про який вид зброї йдеться у цьому мемі?,F-16
images/f-16-2.webp,weapon_name,Про який вид зброї йдеться у цьому мемі?,F-16
images/f-16.webp,weapon_name,Про який вид зброї йдеться у цьому мемі?,F-16
